Down,ToGo,Yards,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsInterception,IsFumble,IsPenalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PenaltyYards
2,11,0,QB KNEEL,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,32,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,1,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,9,8,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,1,-1,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,2,0,PUNT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,5,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,5,8,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,1,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,9,11,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,31,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,7,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,3,37,PASS,0,1,0,0,DEEP LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,-3,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,13,2,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,11,15,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,7,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,3,4,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,3,4,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,0,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,10,7,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,2,SCRAMBLE,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,5,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,3,4,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,9,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,1,12,PASS,0,1,0,0,SHORT RIGHT,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,1,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,9,2,RUSH,1,0,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2,22,34,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,3,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,19,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,12,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,5,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,5,15,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,-9,SACK,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,19,2,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,0,PASS,0,1,1,0,DEEP LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,17,0,PUNT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,0,QB KNEEL,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,4,RUSH,1,0,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1,10,0,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,10,12,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,0,PASS,0,1,1,0,SHORT RIGHT,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1,10,0,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,10,6,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,4,-6,SACK,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,10,0,PUNT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,41,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,17,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,-1,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,11,22,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
1,10,8,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,4,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,13,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,14,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,11,4,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,TIMEOUT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,6,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,4,4,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,-6,SACK,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,16,35,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,7,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,3,-8,PASS,0,1,1,0,DEEP RIGHT,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,3,9,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,0,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,10,34,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,TIMEOUT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,TIMEOUT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,TIMEOUT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,7,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,3,2,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,1,0,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,1,0,PUNT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,5,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,5,4,RUSH,1,0,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
2,15,12,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,3,7,SCRAMBLE,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,11,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,0,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,10,0,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,10,0,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,10,0,PUNT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,9,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,7,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,3,4,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,0,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,10,2,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,8,10,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,5,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,9,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,1,0,PASS,0,1,1,0,DEEP LEFT,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1,10,30,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,4,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,6,-9,SACK,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,15,0,PASS,0,1,1,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,15,0,PUNT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,6,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,4,11,PASS,0,1,0,0,SHORT MIDDLE,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,7,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,3,2,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,1,1,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,6,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,4,0,PASS,0,1,1,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,4,25,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,16,3,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,TIMEOUT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,13,0,PUNT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,0,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,10,-2,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,TIMEOUT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,12,8,SCRAMBLE,1,0,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
0,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,0,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,10,0,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,10,34,PASS,0,1,0,0,DEEP LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,TIMEOUT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,13,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,12,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,TIMEOUT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,11,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,8,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,17,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,11,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,0,NO PLAY,0,0,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
1,15,3,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,12,5,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,7,17,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,20,0,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,20,3,SCRAMBLE,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,17,0,PASS,0,1,0,0,DEEP LEFT,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,27,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,2,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,8,4,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,4,-7,SACK,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,0,PUNT,0,0,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,0,PASS,0,1,1,0,DEEP LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,10,-1,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,11,0,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,11,0,PUNT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,6,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,4,1,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,3,-16,SACK,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,19,0,PUNT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,0,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,10,4,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,6,13,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,18,-10,SACK,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,28,0,PASS,0,1,1,0,DEEP LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,28,0,PUNT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,0,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,10,9,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,1,5,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,0,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,10,0,PASS,0,1,1,0,DEEP LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,10,9,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,1,0,PUNT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,7,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,3,8,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,5,PASS,0,1,0,0,SHORT RIGHT,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
1,10,6,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,TIMEOUT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,4,0,RUSH,1,0,0,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,TIMEOUT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,3,38,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,TIMEOUT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,11,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,0,PASS,0,1,1,0,SHORT MIDDLE,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
2,16,13,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,0,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,10,-1,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,11,16,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,40,PASS,0,1,0,0,SHORT RIGHT,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,9,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,1,0,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,1,10,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,5,PASS,0,1,0,0,SHORT LEFT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,5,1,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,9,16,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,TIMEOUT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,0,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,10,0,FUMBLES,0,0,0,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,0,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,10,0,RUSH,1,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,10,0,NO PLAY,0,0,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3,15,-9,SACK,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,24,0,PUNT,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,10,12,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0,0,0,KICK OFF,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
